Place id,Governorate,District,"Location name
in English","Location name
in Arabic ",Latitude,Longitude,Households,Individuals,Host Families,Hotel/Motel,Rented houses,Habitual residnece (Habitable),Habitual residence (Uninhabitable),Informal settlements,"Unfinished/
Abandoned building",Non-residential structure,Religious Building,School Building,Other formal settlements/ collective centres,Other shelters,Unknown shelter type,Anbar,Babylon,Baghdad,Basrah,Dahuk,Diyala,Erbil,Kerbala,Kirkuk,Missan,Muthanna,Najaf,Ninewa,Qadissiya,Salah al-Din,Sulaymaniyah,Thi-Qar,Wassit,Pre-June14 Period,June-July14 Period,August14 Period,Post September14 Period,Post April15 Period,Post Mar16 Period,Post 17 October 16 Period,17-Jul,19-Jan,20-Jan,Open Street Map,Google Map,Bing Map
173,Anbar,Falluja,Al-jamhuriya,الجمهورية,33.35025162,43.77596208,"2,356",14136.00,,,,"14,136",,,,,,,,,,"7,272",,"1,062",,,,"3,750",,792,,,,,,,"1,260",,,"5,226","4,092",,"1,470","2,448",900,,,,,Maplink1,Maplink2,Maplink3
22706,Anbar,Falluja,Halabsa-Falluja,قرية الحلابسة,33.32787499,43.71185622,"2,170",13020.00,,,,"13,020",,,,,,,,,,"6,876",,"1,800",,,,"1,266",,"1,800",,,,,,,"1,278",,,"7,512",,,972,"3,684",852,,,,,Maplink1,Maplink2,Maplink3
31880,Anbar,Falluja,Karma-Al Somod,الصمود,33.40310039,43.90721683,"1,173",7038.00,,,,"7,038",,,,,,,,,,270,,780,,,,"1,452",,"4,038",,,,,,,498,,,498,"1,452",,780,"4,038",270,,,,,Maplink1,Maplink2,Maplink3
21614,Anbar,Falluja,AL Shihaa,الشيحة,33.4408281,43.74455532,637,3822.00,,,,"3,822",,,,,,,,,,216,,384,,,,"1,218",,"1,356",,,,,,,648,,,"1,356","1,218",,216,384,648,,,,,Maplink1,Maplink2,Maplink3
176,Anbar,Falluja,Al-andalus,حي الأندلس,33.34833448,43.76295925,"2,769",16614.00,,,,"16,614",,,,,,,,,,"8,274",,"1,602",,,,"3,534",,684,,,,,,,"2,520",,,"9,012","1,038",,"1,260","2,736","2,568",,,,,Maplink1,Maplink2,Maplink3
306,Anbar,Falluja,Hay Al Qadissiya/Al Muheet,حي القادسية / المحيط,33.36234,43.81365459,172,1032.00,,,,"1,032",,,,,,,,,,366,,492,,,,114,,,,,,,,,60,,,174,186,,,192,480,,,,,Maplink1,Maplink2,Maplink3
318,Anbar,Falluja,Albu Khanfar,البوخنفر ,33.44080496,43.82623441,560,3360.00,,,,"3,330",30,,,,,,,,,480,,,,,,"1,080",,828,,,,,,,972,,,"1,080",828,,972,480,,,,,,Maplink1,Maplink2,Maplink3
319,Anbar,Falluja,Al-Zuwayiah,قرية الزوية,33.33931414,43.74937325,"2,769",16614.00,,,,"16,428",186,,,,,,,,,"13,548",,"1,320",,,,"1,260",,486,,,,,,,,,,"8,112",186,,"1,194","4,230","2,892",,,,,Maplink1,Maplink2,Maplink3
29700,Anbar,Falluja,Al Jaghify Al Thaniya,الجغيفي الثانية,33.37497,43.79117087,"1,704",10224.00,,,,"10,098",126,,,,,,,,,"3,612",,"4,086",,,,540,,126,,,,,,,"1,860",,,"6,366",,,876,942,"2,040",,,,,Maplink1,Maplink2,Maplink3
33781,Anbar,Falluja,Dawaya Al-Muhamed,دواية المحامدة,33.4482,43.79664,135,810.00,,,,690,120,,,,,,,,,810,,,,,,,,,,,,,,,,,,,498,,180,132,,,,,,Maplink1,Maplink2,Maplink3
22133,Anbar,Falluja,Al Husaiwat,الحصيوات ,33.40370326,43.89489854,700,4200.00,,,,"4,092",108,,,,,,,,,348,,"1,038",,,,576,,"1,590",,,,,,,648,,,648,576,,"1,038","1,590",348,,,,,Maplink1,Maplink2,Maplink3
315,Anbar,Falluja,Qaryat Albu Hadid Al-Nasir,البوحديد الناصر,33.40387505,43.84664241,560,3360.00,,,,"3,360",,,,,,,,,,"1,302",,558,,,,456,,630,,,,,,,414,,,630,558,,870,"1,302",,,,,,Maplink1,Maplink2,Maplink3
21556,Anbar,Falluja,Al Shuhadaa 2,الشهداء الثانية,33.40027867,43.71534213,"1,190",7140.00,,,,"7,140",,,,,,,,,,"2,820",,942,,,,"1,188",,"1,116",,,,,,,"1,074",,,"1,074","1,116",,942,"1,188","2,820",,,,,Maplink1,Maplink2,Maplink3
24106,Anbar,Falluja,Halabsa-Al karma,الحلابسة الكرمة,33.4144466,43.96874002,"1,722",10332.00,,,,"10,332",,,,,,,,,,624,,"1,188",,,,"3,672",,"2,286",,,,,,,"2,562",,,"3,672","1,188",,"2,286","2,562",624,,,,,Maplink1,Maplink2,Maplink3
116,Anbar,Falluja,Al Taameem,التاميم ,33.20309279,43.46956215,"1,861",11166.00,,,,"11,100",66,,,,,,,,,"8,406",,864,,,,396,,"1,200",,,,,,,300,,,300,"8,100",,"1,200",900,666,,,,,Maplink1,Maplink2,Maplink3
33342,Anbar,Falluja,Hay Jbeal,حي جبيل,33.32421,43.77623968,"3,144",18864.00,,,342,"12,336","6,186",,,,,,,,,"6,738",,"3,804",,,,"3,834",,"2,418",,,,,,558,"1,512",,,"13,818","1,884",,516,552,"2,094",,,,,Maplink1,Maplink2,Maplink3
22705,Anbar,Falluja,Al Rumila,الرميلة,33.41504729,43.61764487,205,1230.00,,,,"1,230",,,,,,,,,,300,,324,,,,378,,228,,,,,,,,,,378,,,228,324,300,,,,,Maplink1,Maplink2,Maplink3
23801,Anbar,Falluja,Al-Azrakih,الازركية,33.36978226,43.70115204,961,5766.00,,,,"5,718",48,,,,,,,,,"4,068",,"1,158",,,,540,,,,,,,,,,,,414,744,,540,"4,068",,,,,,Maplink1,Maplink2,Maplink3
24107,Anbar,Falluja,Albu Jasim-Karma,البوجاسم-الكرمة,33.42166962,43.8574523,500,3000.00,,,,"3,000",,,,,,,,,,618,,510,,,,744,,588,,,,,,,540,,,"1,128",540,,744,588,,,,,,Maplink1,Maplink2,Maplink3
300,Anbar,Falluja,Albu Udah,البوعودة,33.40905314,43.86651834,650,3900.00,,,,"3,900",,,,,,,,,,"1,080",186,924,,,,,,"1,710",,,,,,,,,,186,924,,"1,080","1,710",,,,,,Maplink1,Maplink2,Maplink3
20937,Anbar,Falluja,Al-Rufa,الروفة,33.42500105,43.88946841,370,2220.00,,,,"2,220",,,,,,,,,,"1,308",,138,,,,,,774,,,,,,,,,,480,774,,138,828,,,,,,Maplink1,Maplink2,Maplink3
21809,Anbar,Falluja,Hay Al Shuhadaa,حي الشهداء,33.32251,43.79265726,"5,270",31620.00,,,,"31,338",282,,,,,,,,,"9,618",,"11,112",,,,"3,618",,"5,172",,,,,,,"2,100",,,"12,486","2,316",,"3,468",762,"12,588",,,,,Maplink1,Maplink2,Maplink3
291,Anbar,Falluja,Al-Shurtan,الشورتان ,33.40761233,43.938962,260,1560.00,,,,"1,560",,,,,,,,,,156,,294,,,,510,,252,,,,,,,348,,,510,348,,252,450,,,,,,Maplink1,Maplink2,Maplink3
34166,Anbar,Falluja,Al-shahabi-3,الشهابي 3,33.23234,43.5024,355,2130.00,,,,"2,100",30,,,,,,,,,138,,444,,,,570,,978,,,,,,,,,,978,570,,444,138,,,,,,Maplink1,Maplink2,Maplink3
157,Anbar,Falluja,Muallimeen-2,حي المعلمين الثانية ,33.36447932,43.78052185,"2,097",12582.00,,,,"12,582",,,,,,,,,,"5,100",,"2,964",,,,"2,406",,768,,,,,,480,864,,,"7,296",,,"1,080","3,720",486,,,,,Maplink1,Maplink2,Maplink3
21613,Anbar,Falluja,Abu Sideera,ابو سديرة,33.41605,43.72786101,650,3900.00,,,,"3,810",90,,,,,,,,,"1,470",,444,,,,"1,134",,498,,,,,,,354,,,"1,470",498,,"1,134",444,354,,,,,Maplink1,Maplink2,Maplink3
33681,Anbar,Falluja,Al-Shuhada 1,الشهداء الاولى,33.39452,43.69284518,422,2532.00,,,,"2,532",,,,,,,,,,618,,570,,,,672,,384,,,,,,,288,,,288,384,,570,672,618,,,,,Maplink1,Maplink2,Maplink3
178,Anbar,Falluja,Al-muatasem,حي المعتصم,33.35804438,43.76863728,"2,146",12876.00,,,,"12,642",234,,,,,,,,,"7,038",,"2,664",,,,"2,040",,636,,,,,,,498,,,"7,368",,,"1,458",840,"3,210",,,,,Maplink1,Maplink2,Maplink3
47,Anbar,Falluja,Luhib,اللهيب,33.3842137,43.98038103,500,3000.00,,,,"3,000",,,,,,,,,,984,,"1,134",,,,336,,546,,,,,,,,,,336,546,,"1,134",984,,,,,,Maplink1,Maplink2,Maplink3
146,Anbar,Falluja,subihat,الصبيحات ,33.36736746,43.95458584,"1,382",8292.00,,,,"8,172",120,,,,,,,,,,,804,,,,"1,092",,"4,536",,,,,,,"1,860",,,804,"1,860",,"1,092","4,536",,,,,,Maplink1,Maplink2,Maplink3
295,Anbar,Falluja,Hay Al-Ameen,حي الامين,33.32134,43.80257422,422,2532.00,,,,"2,382",150,,,,,,,,,546,,"1,098",,,,606,,282,,,,,,,,,,"1,578",,,150,,804,,,,,Maplink1,Maplink2,Maplink3
289,Anbar,Falluja,Albu Alwan,قرية البوعلوان,33.33548511,43.72790697,"1,349",8094.00,,,,"7,980",114,,,,,,,,,"4,278",,"1,356",,,,"1,278",,114,,,,,,,"1,068",,,"3,744","1,068",,480,"1,722","1,080",,,,,Maplink1,Maplink2,Maplink3
22134,Anbar,Falluja,Albu Khalifa,البوخليفة ,33.43254355,43.94894634,343,2058.00,,,,"2,052",6,,,,,,,,,504,,,,,,990,,258,,,,,,,306,,,990,258,,306,504,,,,,,Maplink1,Maplink2,Maplink3
23819,Anbar,Haditha,Hay Al Haqlaniyah Qadim,حي حقلانية القديمة,34.08773408,42.36584905,38,228.00,,,,228,,,,,,,,,,66,,12,,,,150,,,,,,,,,,,,,228,,,,,,,,,Maplink1,Maplink2,Maplink3
24110,Anbar,Haditha,Hay Al-Mutasem,حي المعتصم,34.08276071,42.369179,32,192.00,,,,192,,,,,,,,,,72,,72,,,,48,,,,,,,,,,,,,192,,,,,,,,,Maplink1,Maplink2,Maplink3
24316,Anbar,Haditha,Hay Al Salam,حي السلام,34.08928715,42.35747586,31,186.00,,,,186,,,,,,,,,,126,,,,,,48,,12,,,,,,,,,,,186,,,,,,,,,Maplink1,Maplink2,Maplink3
23811,Anbar,Haditha,Hay Barwanah Al Gharbiyah,حي بروانه غربيه,34.09547956,42.38043973,210,1260.00,,,,"1,260",,,,,,,,,,474,,264,,,,210,,,,,,36,,210,66,,,,"1,224",,,,,,36,,,Maplink1,Maplink2,Maplink3
33819,Anbar,Haditha,Hay khalid Ibn AL walid,حي خالد ابن الوليد,34.09274,42.38361,250,1500.00,,,,"1,500",,,,,,,,,,"1,170",,,,,,210,,,,,,,,120,,,,,"1,500",,,,,,,,,Maplink1,Maplink2,Maplink3
24315,Anbar,Haditha,Hay Al Rahman,حي الرحمن,34.08711253,42.376353,260,1560.00,,,,"1,560",,,,,,,,,,960,,420,,,,,,,,,,,,180,,,,,"1,560",,,,,,,,,Maplink1,Maplink2,Maplink3
23813,Anbar,Haditha,Hay Al Shuhadaa,حي الشهداء,34.09260433,42.397337,115,690.00,,,,690,,,,,,,,,,330,,,,,,210,,,,,,,,150,,,,,690,,,,,,,,,Maplink1,Maplink2,Maplink3
23823,Anbar,Haditha,Haqlaniyah-Al shuhadaa,حي الشهداء-الحقلانية,34.0853211,42.35420533,52,312.00,,,,312,,,,,,,,,,102,,,,,,150,,60,,,,,,,,,,,,,312,,,,,,,Maplink1,Maplink2,Maplink3
244,Anbar,Haditha,Hay Al Yarmuk,حي اليرموك,34.14193671,42.3702728,123,738.00,,,,738,,,,,,,,,,72,,198,,,,252,,132,,,,,,,84,,,,450,,288,,,,,,,Maplink1,Maplink2,Maplink3
23814,Anbar,Haditha,Hay Al-Alyaa,حي العلياء,34.1182,42.40146,125,750.00,,,,750,,,,,,,,,,750,,,,,,,,,,,,,,,,,,,750,,,,,,,,,Maplink1,Maplink2,Maplink3
23893,Anbar,Haditha,Qaryat Al khafsa,منطقة الخسفة,34.17954624,42.252033,286,1716.00,,,,"1,716",,,,,,,,,,"1,716",,,,,,,,,,,,,,,,,,,"1,716",,,,,,,,,Maplink1,Maplink2,Maplink3
24322,Anbar,Haditha,Jabeel Bani Salih Village,قرية جبيل بني صالح,34.04740918,42.404385,144,864.00,,,,864,,,,,,,,,,654,,210,,,,,,,,,,,,,,,,,864,,,,,,,,,Maplink1,Maplink2,Maplink3
24111,Anbar,Haditha,Al-Khafajiyah Village,قرية الخفاجية,34.06166566,42.385062,19,114.00,,,,114,,,,,,,,,,90,,,,,,24,,,,,,,,,,,,,114,,,,,,,,,Maplink1,Maplink2,Maplink3
245,Anbar,Haditha,Bani Dahir,حي بني داهر,34.10673302,42.37913222,27,162.00,,,,162,,,,,,,,,,,,66,,,,42,54,,,,,,,,,,,,162,,,,,,,,,Maplink1,Maplink2,Maplink3
23825,Anbar,Haditha,Zaghdan,زغدان,34.00981895,42.408029,16,96.00,,,,96,,,,,,,,,,,,48,,,,48,,,,,,,,,,,,,96,,,,,,,,,Maplink1,Maplink2,Maplink3
23812,Anbar,Haditha,Hay Ibn Bittar,حي ابن بيطار,34.08381752,42.38563715,220,1320.00,,,,"1,320",,,,,,,,,,840,,360,,,,60,60,,,,,,,,,,,,"1,320",,,,,,,,,Maplink1,Maplink2,Maplink3
33818,Anbar,Haditha,Al Zawya village,قرية الزاوية,34.258341,42.203821,68,408.00,,,,60,348,,,,,,,,,366,,,,,,30,,12,,,,,,,,,,,408,,,,,,,,,Maplink1,Maplink2,Maplink3
33820,Anbar,Haditha,Hay Al_salam,حي السلام,34.0898,42.38123,143,858.00,,,,858,,,,,,,,,,510,,,,,,138,,,,,,,,210,,,,,858,,,,,,,,,Maplink1,Maplink2,Maplink3
237,Anbar,Haditha,Hay Al Askary,حي العسكري,34.12743242,42.37873756,67,402.00,,,,402,,,,,,,,,,,,192,,,,120,,,,,,,,,90,,,,138,,264,,,,,,,Maplink1,Maplink2,Maplink3
24117,Anbar,Haditha,Haqlaniyah-Hay Al-Faroq,حي الفاروق-حقلانية,34.08341069,42.35196982,61,366.00,,,,366,,,,,,,,,,66,,282,,,,18,,,,,,,,,,,,,366,,,,,,,,,Maplink1,Maplink2,Maplink3
23820,Anbar,Haditha,Hay K 28,مجمع ك 28 (( كي ثري )),34.07182393,42.36524882,389,2334.00,,,,"2,334",,,,,,,,,,288,,"1,200",,,,534,,150,,,,,,,162,,,,300,,"2,034",,,,,,,Maplink1,Maplink2,Maplink3
24314,Anbar,Haditha,Al Khansaa,حي الخنساء,34.08924465,42.35965008,54,324.00,,,,324,,,,,,,,,,192,,42,,,,90,,,,,,,,,,,,,,,,324,,,,,,Maplink1,Maplink2,Maplink3
23824,Anbar,Haditha,Al-Mutanabi,المتنبي,34.07904967,42.36287764,97,582.00,,,,582,,,,,,,,,,420,,78,,,,84,,,,,,,,,,,,,,,582,,,,,,,Maplink1,Maplink2,Maplink3
24109,Anbar,Haditha,Barwanah-Hay Al-Shurta,حي الشرطة-بروانه,34.09212563,42.39748965,587,3522.00,,,,"3,522",,,,,,,,,,"1,920",300,270,,,,282,210,,,,,,,540,,,,,"3,522",,,,,,,,,Maplink1,Maplink2,Maplink3
23816,Anbar,Haditha,Hay Al-Amin,حي الامين,34.09088542,42.37873164,150,900.00,,,,900,,,,,,,,,,450,,72,,,,252,,,,,,,,126,,,,,900,,,,,,,,,Maplink1,Maplink2,Maplink3
23805,Anbar,Haditha,Hay Al-shikh Al Hadid,حي شيخ حديد,34.15306805,42.37971461,72,432.00,,,,432,,,,,,,,,,126,,108,,,,198,,,,,,,,,,,,,432,,,,,,,,,Maplink1,Maplink2,Maplink3
23817,Anbar,Haditha,Hay Al Shay,حي الشاعي,34.12373,42.39746,214,1284.00,,,,"1,284",,,,,,,,,,210,,360,,,,,,240,,,,,,324,150,,,,"1,284",,,,,,,,,Maplink1,Maplink2,Maplink3
33821,Anbar,Haditha,Hay Al Teen,حي الطين,34.13067,42.35918,192,1152.00,,,,780,372,,,,,,,,,240,,582,,,,138,,,,,,,,,192,,,,"1,152",,,,,,,,,Maplink1,Maplink2,Maplink3
23822,Anbar,Haditha,Albu Hayat,قرية البوحياة,34.00963,42.41603,304,1824.00,,,,"1,584",240,,,,,,,,,"1,668",,84,,,,66,,,,,,6,,,,,,,318,,"1,506",,,,,,,Maplink1,Maplink2,Maplink3
79,Anbar,Haditha,Hay Al-Subhani,حي السبحاني,34.11291371,42.38267137,145,870.00,,,,870,,,,,,,,,,150,,192,,,,282,,168,,,,,,,78,,,,270,,600,,,,,,,Maplink1,Maplink2,Maplink3
239,Anbar,Haditha,Hay Al Rifay,حي الرفاعي,34.143738,42.38105546,86,516.00,,,,516,,,,,,,,,,42,,102,,,,192,,108,,,,,,,72,,,,300,,216,,,,,,,Maplink1,Maplink2,Maplink3
23832,Anbar,Heet,Al-Mamora,المعمورة,33.62889714,42.79694424,333,1998.00,,,60,"1,938",,,,,,,,,,114,,,,,,744,,408,,,,,,,732,,,,,,858,"1,140",,,,,,Maplink1,Maplink2,Maplink3
21264,Anbar,Heet,Basair,البصائر ,33.6499489,42.80809027,"1,376",8256.00,,,210,"8,046",,,,,,,,,,"4,128",,882,,,,210,,"1,560",,,,,,,"1,476",,,,"1,278",,"2,634","1,824","2,520",,,,,Maplink1,Maplink2,Maplink3
33822,Anbar,Heet,Hay- Amina,حي أمينة,33.65005,42.7969,585,3510.00,,,120,"3,390",,,,,,,,,,"1,638",,"1,164",,,,396,,,,,,,,,312,,,,,,540,"1,692","1,278",,,,,Maplink1,Maplink2,Maplink3
21469,Anbar,Heet,Hay Al Salam,السلام,33.88174032,42.55666751,90,540.00,,,,540,,,,,,,,,,348,,24,,,,6,,,,,,,,,162,,,,66,,192,282,,,,,,Maplink1,Maplink2,Maplink3
29535,Anbar,Heet,Hay Al-Askari,الحي العسكري,33.58894572,42.6166365,758,4548.00,,,132,"4,344",72,,,,,,,,,"1,770",,"1,404",,,,402,,516,,,,,,,456,,,"2,022",954,,"1,572",,,,,,,Maplink1,Maplink2,Maplink3
29536,Anbar,Heet,Hay Al-Khudhir,الخضر,33.5881177,42.60964041,407,2442.00,,,24,"2,304",114,,,,,,,,,"1,254",,492,,,,,,330,,,,,,,366,,,,540,,900,"1,002",,,,,,Maplink1,Maplink2,Maplink3
23839,Anbar,Heet,Hay Al-Timman,حي التمن,33.58941988,42.60643308,310,1860.00,,,30,"1,770",60,,,,,,,,,540,,258,,,,234,,450,,,,,,,378,,,,162,,858,840,,,,,,Maplink1,Maplink2,Maplink3
23849,Anbar,Heet,Zoyah Al-sharqiyah,زوية الشرقية ,33.54298363,42.9538286,"1,210",7260.00,,,,"7,182",78,,,,,,,,,534,,"1,140",,,,"2,340",,936,,,,,,,"2,310",,,,"2,400",,960,"3,900",,,,,,Maplink1,Maplink2,Maplink3
33955,Anbar,Heet,Bab Al Soor ,باب السور,33.59369,42.61253,250,1500.00,,,78,"1,410",12,,,,,,,,,378,,,,,,660,,198,,,,,,,264,,,456,,,552,492,,,,,,Maplink1,Maplink2,Maplink3
24724,Anbar,Heet,Al dawarah Al Gharbiyah,الدوارة الغربية,33.64107764,42.8299104,627,3762.00,,,120,"3,642",,,,,,,,,,"1,476",,"1,368",,,,504,,,,,,,,,414,,,,366,,498,828,"2,070",,,,,Maplink1,Maplink2,Maplink3
21470,Anbar,Heet,Hay Al Khadraa,الخضراء,33.88112576,42.52322629,124,744.00,,,18,726,,,,,,,,,,108,,372,,,,264,,,,,,,,,,,,,,,480,264,,,,,,Maplink1,Maplink2,Maplink3
218,Anbar,Heet,Hay Al-Etfaa,حي الاطفاء,33.63231337,42.83266892,"1,053",6318.00,,,480,"5,838",,,,,,,,,,,,"3,480",,,,702,,"1,212",,,,,,,924,,,,702,,"3,210","2,406",,,,,,Maplink1,Maplink2,Maplink3
29537,Anbar,Heet,Hay Al-Sadiq,حي الصديق,33.597444,42.621089,386,2316.00,,,6,"2,286",24,,,,,,,,,"1,368",,294,,,,,,438,,,,,,,216,,,300,,,564,"1,452",,,,,,Maplink1,Maplink2,Maplink3
152,Anbar,Heet,Al Muhamdee,المحمدي ,33.55951649,42.90148478,674,4044.00,180,,342,"3,486",36,,,,,,,,,534,,"1,026",,,,690,,762,,,,,,,"1,032",,,,,,"2,490","1,536",,,18,,,Maplink1,Maplink2,Maplink3
11,Anbar,Heet,Aqabah,العكبة,33.53178443,42.90995,253,1518.00,30,,60,"1,188",240,,,,,,,,,858,,534,,,,126,,,,,,,,,,,,,,,912,228,378,,,,,Maplink1,Maplink2,Maplink3
194,Anbar,Heet,The first jamaiya,الجمعية الاولى,33.63164721,42.84050519,925,5550.00,,,288,"5,262",,,,,,,,,,"1,170",,"1,278",,,,"1,116",,"1,038",,,,,,360,588,,,,948,,"2,304","1,392",906,,,,,Maplink1,Maplink2,Maplink3
21323,Anbar,Heet,Al-Mujama Al-Sakani,الحي السكني,33.9211734,42.52454907,660,3960.00,,,,"3,960",,,,,,,,,,,,"1,878",,,,"1,632",,,,,,,,,450,,,,588,,"1,290","2,082",,,,,,Maplink1,Maplink2,Maplink3
53,Anbar,Heet,Heet-Maskhan,المصخن,33.69880489,42.74758235,25,150.00,,,,150,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,150,,,,,,Maplink1,Maplink2,Maplink3
137,Anbar,Heet,Saweeb,سويب,33.60455112,42.888982,275,1650.00,,,,"1,650",,,,,,,,,,"1,038",,330,,,,282,,,,,,,,,,,,,,,780,348,522,,,,,Maplink1,Maplink2,Maplink3
33954,Anbar,Heet,jabil,جبيل,33.56769,42.91487,546,3276.00,,,,"3,258",18,,,,,,,,,,,276,,,,"1,050",,750,,,,,,,"1,200",,,,,,"2,040","1,236",,,,,,Maplink1,Maplink2,Maplink3
67,Anbar,Heet,Al-Sadga,الصدكة ,33.662483,42.803925,66,396.00,,,,372,24,,,,,,,,,246,,114,,,,,,36,,,,,,,,,,,,,222,,174,,,,,Maplink1,Maplink2,Maplink3
23886,Anbar,Heet, Al-Sirajiyah,السراجية,33.892074,42.72343666,93,558.00,,,,558,,,,,,,,,,186,,138,,,,234,,,,,,,,,,,,,,,186,372,,,,,,Maplink1,Maplink2,Maplink3
33957,Anbar,Heet,alrashid,الرشيد,33.58864,42.62435,193,1158.00,,,54,"1,086",18,,,,,,,,,348,,,,,,450,,,,,,,,,360,,,,360,,330,,468,,,,,Maplink1,Maplink2,Maplink3
33956,Anbar,Heet,Albuhamd,البو حمد,33.59374,42.61021,165,990.00,,,60,924,6,,,,,,,,,270,,12,,,,216,,210,,,,,,,282,,,180,480,,,330,,,,,,Maplink1,Maplink2,Maplink3
33824,Anbar,Heet,Hay AL-zihoor,حي الزهور ,33.628441,42.836747,524,3144.00,,,210,"2,934",,,,,,,,,,"1,050",,960,,,,468,,162,,,,,,,504,,,,,,"1,104","1,302",738,,,,,Maplink1,Maplink2,Maplink3
23890,Anbar,Heet,Al-Mashhad,المشهد,33.88284231,42.52233864,239,1434.00,,,54,"1,332",48,,,,,,,,,84,,600,,,,294,,,,,,,,,456,,,,84,,630,720,,,,,,Maplink1,Maplink2,Maplink3
5,Anbar,Heet,Kubaisa Al-qadimah,كبيسة القديمة,33.5914881,42.61317216,240,1440.00,,,54,"1,344",42,,,,,,,,,738,,,,,,120,132,114,,,,,,,336,,,762,120,,210,210,138,,,,,Maplink1,Maplink2,Maplink3
33948,Anbar,Heet,baghdadi alsharqi,بغدادي الشرقي,33.84706,42.54833,182,1092.00,,,12,"1,032",48,,,,,,,,,,,594,,,,18,,,,,,,,,480,,,,,,540,552,,,,,,Maplink1,Maplink2,Maplink3
100,Anbar,Heet,Abu Tibban,ابوطيبان,33.52770924,42.94823615,"1,168",7008.00,66,,,"6,942",,,,,,,,,,"4,488",,888,,,,,,888,,,,,,,744,,,,"3,696",,"1,938",744,630,,,,,Maplink1,Maplink2,Maplink3
23829,Anbar,Heet,Binan,بنان,33.61377706,42.86294412,210,1260.00,,,,"1,260",,,,,,,,,,426,,,,,,504,,,,,,,,,330,,,,450,,552,258,,,,,,Maplink1,Maplink2,Maplink3
39,Anbar,Heet,aljudafia,الجودفية,33.95778,42.56123,93,558.00,,,,558,,,,,,,,,,,,78,,,,162,,198,,,,,,,120,,,,,,558,,,,,,,Maplink1,Maplink2,Maplink3
23848,Anbar,Heet,Zoyah Al-gharbiyah,زوية الغربية,33.56746228,42.91583728,410,2460.00,,,,"2,400",60,,,,,,,,,54,,756,,,,540,,684,,,,,,,426,,,,150,,"1,254","1,056",,,,,,Maplink1,Maplink2,Maplink3
23840,Anbar,Heet,Zakhikhah,زخيخة,33.81821139,42.71382867,120,720.00,,,,720,,,,,,,,,,234,,,,,,,,,,,,,,,486,,,,126,,156,438,,,,,,Maplink1,Maplink2,Maplink3
33950,Anbar,Heet,khazraj,خزرج,33.7732348,42.7284315,125,750.00,36,,,696,18,,,,,,,,,,,150,,,,276,,324,,,,,,,,,,,210,,,540,,,,,,Maplink1,Maplink2,Maplink3
24113,Anbar,Heet,Al Salkah,السكلة,33.64182177,42.82797292,183,1098.00,,,24,"1,074",,,,,,,,,,456,,330,,,,138,,,,,,,,,174,,,,114,,462,210,312,,,,,Maplink1,Maplink2,Maplink3
135,Anbar,Heet,Al-muabdiyat,المعبديات,33.64668803,42.8414554,512,3072.00,,,198,"2,844",30,,,,,,,,,"1,284",,678,,,,516,,360,,,,,,,234,,,,360,,"1,392","1,320",,,,,,Maplink1,Maplink2,Maplink3
136,Anbar,Heet,Al-shuhdaa,الشهداء,33.88637817,42.52432278,100,600.00,,,72,498,30,,,,,,,,,480,,,,,,42,,,,,,,,,78,,,,,,210,372,,,18,,,Maplink1,Maplink2,Maplink3
138,Anbar,Heet,Tal aswad,تل اسود,33.52895346,43.05350673,"1,205",7230.00,240,,,"6,846",144,,,,,,,,,576,,"2,172",,,,"1,722",,"1,320",,,,,,,"1,440",,,,"3,300",,"1,824","2,106",,,,,,Maplink1,Maplink2,Maplink3
23830,Anbar,Heet,Al Khudha,الخوضة ,33.59914821,42.87047413,135,810.00,,,,810,,,,,,,,,,366,,360,,,,,30,,,,,,,,54,,,,,,366,444,,,,,,Maplink1,Maplink2,Maplink3
33949,Anbar,Heet,alwasita,الوسيطة,33.84516,42.57459,109,654.00,,,,654,,,,,,,,,,,,300,,,,216,,,,,,,,,138,,,,,,276,378,,,,,,Maplink1,Maplink2,Maplink3
23838,Anbar,Heet,Hay Al Farouq,حي الفاروق,33.59590081,42.61885142,639,3834.00,,,78,"3,690",66,,,,,,,,,"2,916",,,,,,558,,,,,,,,,360,,,,582,,"1,890",654,708,,,,,Maplink1,Maplink2,Maplink3
21473,Anbar,Heet,kibae,كباع,33.53214,43.04051,187,1122.00,,,,"1,122",,,,,,,,,,126,,156,,,,240,,330,,,,,,,270,,,,,,528,594,,,,,,Maplink1,Maplink2,Maplink3
33958,Anbar,Heet,Al-Turba,التربة ,33.649762,42.822696,120,720.00,,,,708,12,,,,,,,,,450,,180,,,,90,,,,,,,,,,,,,,,408,,312,,,,,Maplink1,Maplink2,Maplink3
23831,Anbar,Heet,Al-Sikak,السكك,33.62958357,42.81947663,236,1416.00,,,204,"1,212",,,,,,,,,,582,,312,,,,162,,174,,,,,,,186,,,414,306,,264,432,,,,,,Maplink1,Maplink2,Maplink3
33825,Anbar,Heet,Hay Al-Askary,حي العسكري,33.62616,42.82987,213,1278.00,,,96,"1,182",,,,,,,,,,750,,138,,,,,,246,,,,,,,144,,,,,,942,276,,,60,,,Maplink1,Maplink2,Maplink3
